id,review,label,prediction
source_0_000233,"Then continue videogame saga Harry Potter now play game Harry Potter Chamber Secrets game really lot philosopher's stone then title put reason because prefer pressure PS2 instead because most beautiful thing even if not exactly very beautiful graphics will not very good certainly much better PS1, See why if come back will return starting point worse prefects go Hogwarts because will take off points if don't want risk lose not show prefects almost always beautiful things like lessons fighting quidditch tournament very good even if game not much more beautiful defect admires admire previous game. All characters always wear same clothes swear truly problem because all boys wear uniform Hogwarts even if must school because Dosolo everywhere same clothes perhaps because struggled wear other clothes only different dress playing quidditch ultimately game will not beautiful Malo anyway promoted conclude vote 7.",neutral,positive
source_0_000234,"As amateur movie watcher don't know much care even less point about visual effects studio gimmicks, didn't even know about manifesto until read some reviews title; instead, care about story message sends, indeed if manages so, actors act. all those, masterpiece. story about life gets, message love just happens, just happens some us weirdest times, and, if cares understand this, it's better, while if don't, will just suffer anyway. not first Susanne Bier film see sort message she knows convey. As acting, brilliant. Just thank God Mads Mikkelsen. If like actor, see Open Hearts today! There least scene will rewind. More than once.",positive,positive
source_0_000235,"character driven movie plot only corollary actual story group characters thrown together small town. marginal plot involves retainers Shogun killing prostitutes, make memorable movie characters: 'Bull' - belligerent drunken bouncer drinking establishment spitting image (in spirit) Toshiro Mifune - 'Aramaki' - uncouth dirty ronin pimp looks like Japanese Benicio Del Toro - Oshin - prostitute barmaid - Sakichi - former vassal local lord sells birds living, smells eternally bird droppings, Horo - makes his living testing swords dead convicts. recommend if tired typical range Samurai movies, just want entertaining, well acted drama just happens Samurai cutting instruments.",positive,positive
source_0_000236,"I'm pretty big fan Crocodile Hunter, watch both regular Crocodile Hunter show Crocodile Hunter Diaries just about every week (on Animal Planet, not Discovery Channel as often reported, though Discovery own Animal Planet). Anyhow, hesitant about dropping bucks movie, because look kind corny, especially since can see show free TV. But, since most reviews, professional from fans, good, figured I'd go see it. Well, there only about people showing went to, opening night, about three quarters way through, group people walked out, few minutes later, couple more people left, if tells anything. think problem was, might surprising, too serious. Sure, kind silly, only same way he TV, wasn't really funny. just seemed like every opportunity funny scene wasted. example, croc hunter finds some goanna poop, could very funny. Instead, treated almost as seriously as would show. think should little more self-mocking done more poke fun Steve's image as crazy Aussie. Honestly, would better as movie Animal Planet, rather than Summer movie movies. If you're really interested seeing movie, would recommend waiting until comes out video dvd, save yourself few bucks, just watch show, since it's basically same thing.",negative,positive
source_0_000237,"movie, long time since enjoyed movie, excellent brought tears eyes. Arjun Rampal given hes fullest skills movie, cute handsome always feel sorry him like can see into hes heart. Bobby Deol alright he loves playing roles as Rich kid just like DOSTI. Amisha Patel needs bit more training her crying scenes dull scene she about get raped, she beautiful as ever always likes play romantic movies she gets involve then gets hurt. heart. Actually movie reminded HUMRAAZ Bobby Amisha fall love. ANYWAYZ GO, Love movie out me.",positive,positive
source_0_000238,"Here's rating some little review every season: Season 1: 8.5/10 (Impressive start, although plot feels slow) Season 2: 9/10 (Masterpiece storytelling) Season 3: 10/10 (Omar Little champions people) Season 4: 11/10 (is real life? just fantasy?) Season 5: 9.5/10 (such perfect conclusion)",positive,positive
source_0_000239,"Dave Christiano came long away from cheesy movies like ""Crime Age"". film incredibly powerful. Aside from Christian message, dialogue crisp fresh. film moves quickly believable characters good story line, as well as great performances Gaffga Heller. Whether like message not (and do), it's fine piece film-making brings home power God's mercy grace amazing clarity unquestionable style. should serve as example wannabe Independent filmmakers right. As always Christianos bring passion work lacking many commercialized ""Christian films"".",positive,positive
source_0_000240,"favorite Christmas movies. displays all qualities Christmas season; love, friendship, Magic, hope, belief, joy. It's not too long preachy. soundtrack Mark McKenzie utterly, utterly amazing! It's music could listen all day. Watch soundtrack alone if not magic. then go listen soundtrack again again. best moments think come from Blizzard magical setup North Pole. While Santa Clause movie franchise North Pole best, can't help compare version. Christopher Plummer makes amazing Santa closeups reindeer perfect. differences Whoopi Goldberg she adds extra spark Blizzard.",positive,positive
source_0_000241,"real treat see again television recently - great composer conducting his own great score best musicals all time, using opera singers lead roles (Jose Carreras as Tony, Kiri Te Kanawa as Maria, Tatiana Troyanos as Anita, Kurt Ollmann as Riff). provides two elements ninety-minutes - first, snapshot superior artists work recording studio; second, some sublime interpretations classic songs (Tonight, Boy Like That, Maria, Jet Song, Cool, etc.). Always gamble use opera singers recordings musical scores, Te Kanawa particular adapts well (she also recorded Fair Lady - as Eliza - songs Kern, Porter Berlin). gets good all can really say 'wow'. recording itself can stand up alongside original Broadway cast album movie soundtrack; different, just as good; fact Bernstein himself conducted makes special. feel privileged, watching this, able see such talented creative mind work.",positive,positive
source_0_000242,"Honestly wasn't bad film all. really enjoyed plot developed smoothly. film discusses dependence people hold power money, gradual loss romantic feelings towards someone isn't staying true his beliefs temptations hidden new acquaintances relationship going through challenges. Many playful moments create erotic atmosphere beautiful scenery Mykonos island draws in. am not sure about performance Rea Toutountzi surely Athina Maximou Nikos Kouris suited roles perfectly. ending interesting.",positive,positive
source_0_000243,"Let tell You, Norway country good many things, filmmaking not them. movie sucked big time. structure awful, murderer about three places within five minutes, seemed. No, wont waste time write anymore about it. Now folks warned. hope Youre wise enough take seriously. not see movie!!",negative,positive
source_0_000244,"I'm not Moody Blues fan ever was, apart from highly regarding wonderful ""Nights White Satin"". decided buy as offer Department Store nearby get know bit better. And. good thing did! It's good concert good performances wonderful venue, other times got see Eric Clapton live memorable night. Although didn't recognize hardly any songs, caught attention well performed correct interacting audience. audience, way, most time constrained seats, very English indeed! orchestra superb, no information cover even appear. Pity no extras, like discography, biographies, etc.",positive,positive
source_0_000245,"heard about thought ""another bland update, no will watch it, it'll stink."" wrong was, showed solid promise, Tony updated female lead named Toni, pleasant surprise after another. kept key features like long tunnel itself, while changing few items such as new ""time storm"" fact only staff tunnel experiment knew world changed. big thing missing as fan would liked would references ""project tic toc"" well acted, well thought out, would fine continuation Time Tunnel family.",positive,positive
source_0_000246,"saw crow road first aired first drama never expected like really enjoyed, could wait see next part. Years later went Uni became friends lad reminded much Prentice fortunately gold began running series not lost any original spark. would definitely encourage anyone see Crow Road, both funny captivatingly mysterious, containing excellent performances from all cast especially Prentice.",positive,positive
source_0_000247,"Good animation, awful script. Far cry from Disney's Pixar's best. Not much can said film IMDb's Comment Requirements demand minimum lines. OK, here goes. waste incredible voice/acting talent. main characters voiced Wallace Shawn (Vizzini ""inconceivable!"" ""I'm waiting!"" Princess Bride). It's as if director threatened smack him his bald head if he even tried voice his character any way slightly entertaining interesting. (Or maybe just edited any funny lines out post-production) Actually, screenwriters should watched Princess Bride gotten some ideas from movie. songs atrocious forgettable. favorite part credits stared rolling. fact there only three other people theatre besides myself son should clue. He seen all other ""kid"" movies stuck bottom barrel. Maybe should taken some budget paid ""star"" vocal talent rewritten script. Just opinion.",negative,positive
source_0_000248,"Benaam Directed T.L.V. Prasad Revenge Drama. Direction Fine Screenplay Weak & Predictable. Group Four Rob Bank After Murder Girl Along Mother. Police Helpless. Special Officer Appointed Happens Mithun. Masked Man Then Kills Now Guy He Upto ? Mithun Well Nothing New. Aditya Pancholi Fights & Dialogues. Actress OK. Rest Cast Kiran Kumar, Ashish Vidhyarthi, Johnny Lever Fine. Music Hopeless Bappi Lahiri. Not Single Track Good. Can Watch If Mithun Fan & Nothing Else Do.",negative,positive
source_0_000249,"first season show charms. character dynamics interesting, many characters believable. occasional villains sometimes bit over top, dolphin underused times. It's more like Flipper compared original show. Despite some occasional overacting show still watchable, as four main characters fairly interesting there's some continuing character development as well. However, change from season into season two makes show completely different. Some characters more like caricatures - first season there such characters as well, they're mostly villains, while also applies reoccurring characters second season. second season it's also completely unbelievable supposed Florida, as most people speak Australian accents. It's like don't even try. second season seems inspired Baywatch more than Flipper, as there's constantly bikini ""babes"" walking around background shots even beauty pageants! season also features some search rescue team as main characters, similar Baywatch as well. Even Maya featured exploitative way no real reason. Inexplicably, Alba's acting worse than first season. Just watch first season - ending serves well as final ending show. There no real unresolved issues all, as almost everything unravels through season. last episode bit odd, works as conclusion. Just forget about other seasons, regard season as sort stand alone show. gave six out ten, applies only first season.",neutral,positive
source_0_000250,"expecting some cheesy half-baked effort all parts, then again, film itself took some twists own. Sure, couple twists could seen mile away, way scenes cleanly executed point wonder ""How he getting out this?"" While some reviews over top, certainly popcorn movies wouldn't mind spending little dough on. Watch Denzel Eva Mendes, enjoy tension great musical score.",positive,positive
source_0_000251,"Apparently filmmakers didn't even time Cliff's Notes version English Civil War. Last time checked, Oliver Cromwell regarded even his enemies as foremost military minds history. New Model Army his baby. biggot? man welcomed Jewish faith open practice thereof back England, God's sake. As comparing events French Revolution/Reign Terror, matter essentially American Revolution.just little ahead it's time. (Something, no doubt, Brits simply cannot contemplate.) Sad, silly, revisionist stuff.",negative,positive
source_0_000252,"viewed ""K7B Mutation"" director's cut thoroughly enjoyed cheap cheerful horror romp. Poor acting balanced creative effects, including some interesting done thinnest shoestring budgets. no means masterpiece but, as underground low-budget zombie-thon, hits mark. crew behind project delivered vision that's bigger wider than some large-budget studio horror flicks and, alone, should commended. soundtrack's also effective may actually track down official CD.",positive,positive
source_0_000253,"Viper man-made monster bred some evil government agency, engaged sinister covert operations etc., etc., know drill. Needless say, creature gets loose starts feeding people, starting ones few no speaking lines, later going after credited cast members. Patrick Muldoon as government cop beats up lot dudes, most annoying actors I've ever seen. rooting Viper hunt him down shut him up. scientist, played pretty Teresa Russel, tries help obnoxious cop catch thing before eats everybody. She least tries act, her lines scatterbrained more like teen zombie flick, rather than scientist. plot deranged. actions creature follow no consistent pattern; needed any given situation. Sometimes oozes victim, killing slowly discreetly, other times smashes things down get prey. Sometimes chases people, other times magically appears out ground seizes them. Sometimes it's looking water survive, other times it's trying sniff out radiation sustenance. Sometimes bullets hurt it, some time don't. Some times feels like nut, sometimes don't. Corny ridiculous from end end, possessing so-bad-it's-good personality. actually watch, just non-stop goofiness action.",neutral,positive
source_0_000254,"If like watching F grade movies may right you. I'm all independent film making, should good independent movies. acting horrific script just too many holes allow get into film. Momentum lost almost every scene change. great idea, obviously not enough time $$$ make should been. film qualify distribution?? don't think so. If looking good thriller suspense, mystery, ACTING!!, try taking look ""BLINK"" (no pun intended). Another movie watch would ""SLIVER"".",negative,positive
source_0_000255,"order understand every piece movie, concept Korean underground culture needs remembered- Yangachi/Yang-ah-chi/. Yangachi hard-to-define persona, can said include various outcasts school, social group, all kinds modern people's entity made usual interactions. Yangachi intentionally declining assimilate major trend, strictly following own ways. will make sleazy crime like blackmarketting, drug packaging, extracting from small business owner, protecting whores from 'naughty clients', even meddling local gangster('Jopok' Korea) business. Most Korean youngsters some fantasy toward yangachi, totally banned from becoming school, parents. Jungle Juice bravado movie two natural-born yangachis Korea. Two yangachi friends show every possible stupid action, every imaginable extremity order boost up viewer's laugh. try draw viewer's attention as possible, manage act like behavior not far from normal way life. However, laugh not yangachi do, colored characters assume. yangachi yangachi, marginal mutant rather than original yangachi itself, mediocre characterization produce some kind 'alienation' between screen viewers order produce awkward laughs. Another crazy genre comedy simply focusing colored dialogue slap-stick action nothing new now. Very hard grasp foreigners lack knowledge underground culture Korea.",negative,positive
source_0_000256,"film started arty lengthy credits intro. Next there implausible scene central characters get run off road middle nowhere shown dead body some yokels. No explanation ever given as why run off road don't seem too bothered either. plot then begins change into reality style thriller ends up more poor attempt comedy. After about half hour film getting pretty desperate, wanted all die, quickly. main characters: Cary Elwes: know he's English (sort of) gives him no excuse create such ham awful character ridiculous accent. It's pity as thought he better than this. Maybe director found him funny. doubt anyone else will. Annabella Sciorra: She persistently moaning Lesbian despite mortal danger never believes anyone's warnings gets really silly situations. Kip Pardue: Carries camera around him everywhere looking surprised anything everyone. He finally copped last scene. He looked surprised. Rachael Leigh Cook: Acts main character poorly looks like she's wearing wig. Little explanation as why she leaves film half way through. Nevertheless anyone leaving film good thing. Overall I'm bitter because once start watching film always see through. probably thought couldn't get any worse after first few minutes did. remember seeing Last Horror Movie recently thinking would never see anything worse. wrong.",negative,positive
source_0_000257,"expected more storyline from movie. think very weak storyline. Lucy Liu's character ""Sever"" kicked butt! Antonio Banderas character ""Ecks"" left much desired. I'm surprised Ecks could keep up Sever fight scene. feel made character ""Ecks"" weak boring. will probably last time watch movie unless it's HBO, even then would probably attempt watch something else.",negative,positive
source_0_000258,just saw film must say quite surprised all actors knew very impressed. Qudos goes actor plays Packer. He from say although haven't seen him anything before he funniest thing film. His name Ian Virgo says he American grew up wales his accent quite unrecognisable. hope see actor more films even though he film Jean Claude Van Damme. also says Ian Black Hawk Down although seen film hundred times cannot see him suppose all look same. EXTREME recommended. Ian Packer Virgo thumbs up.,positive,positive
source_0_000259,"Every single episode started monologue, narrator spoils entire episode even reveals exactly key evidence found. It's painfully obvious not decision creators, rather narrator demanding every episode start close his face. Whether it's self-promotion, he sincerely believed viewers want see his face more unclear, makes entire series unwatchable.",negative,positive
source_0_000260,"Dust 'tour de force' independent film making. Shot low budget (although you'd never guess million years), get impression every single frame labour love. acting riveting compelling great performances from Nadja Brand Gerard Rudolf as well as Eric Colvin. performances magnetic highly entertaining makes realise important highly trained actors are. homage Straw Dogs done masterfully fresh up date manner. title sequence elements Fincher puts film up there majors. There genuine craft display here. Adam Mason certainly name look out future. As his talented crew will undoubtedly filling screens foreseeable future. Can't wait see Mason's next project!",positive,positive
source_0_000261,"Shining Time Station beloved children's railway series. heartwarming Christmas special will never forget. Mr. Conductor always favorite character along Schemer, Stacey, kids from Shining Time, Jukebox Band, Thomas Tank Engine. wish t.v. series television again because miss all special lessons funny scenes enjoyed as kid. Christmas special will never forget. you're child will enjoy beloved episode always remember you're hearts. Nothing better than quiet time watching railroad series unforgettable happily memorable.",positive,positive
source_0_000262,"Available amazon.search B0015S4BCE Hutt incredible part. He resets bar James Tyrone. All other film versions fade. Any students acting need see film. study emotional recall possible after fifty plus years mastering craft acting. Hutt owns character, every word, every nuanced thought, depth perhaps only achievable after long stage run. Bill Hutt may last great 'stage actors' - loss Canadian theatre. Also, past away now Peter Donaldson another great. glass bourbon toast both as enjoy film.",positive,positive
source_0_000263,"Ah, now saw film whilst browsing as do, thought I'd make comment as favourite mine. Now it's no Oscar winner plot ridiculous really, straight out comic book. lets face it, film all about action. kung-fu sequences show film wasted talent Mark Dacascus is. He never gets credit he deserves, whilst not great actor, he very likable talented martial artist. It's such shame don't see him more enjoyable movies; If only ever watch Mark movie, make one. There's great cast, seem having lot fun, film pays homage Jackie Chan movies points plus fight choreography well thought out. fight sequences filmed very unique way, camera moving very sharp, precise angles, gives unique style. never miss move fighting go fast pace. end day, kung-fu movie lives dies strength it's fight scenes. Although not best scenes will see, combination humour good action direction, really show off skills offer here. if you're martial arts movie fan, not seen this, give whirl! might just pleasantly surprise you.",positive,positive
source_0_000264,"really not like film. put edge entire minutes ending confused unresolved.I think major problem screenplay.Key scenes, pivotal plot moments, thrown away director's nonsensical choices.One minute he's filming ""This Boy's Life"" next he's making horror film.The lead boy actor says very few things really not given access empathy him, key character Frank badly miscast. actor seemed think he lead vampire movie something;""Beware, beware, least expect him. Frank there."" mess. many good films out there; don't waste time one. don't ask got all film fest awards; just cannot imagine.",negative,positive
source_0_000265,"film actually slice pretty much all action staples. problem none done well all. There's no originality freshness even energy many things happen film. car chase instance un-fancy, domestic cars (No problem that) driving furious (There's first problem) deserted, spacious dock (another problem, where's sense danger?), drive through barrels water (Oh, thrilling!). Get this, main protagonists are.women! No one's ever done before, least film seems think as provides us no other reason audience care about them. model's boyfriend hit her (awww) taxi driver's sick her job (awww), together, no real reason they're gonna steal some money live life fullest. Hell yeah. even features favourite there, done talking points recent years: Briefcase never see inside of, Car crash out nowhere~! Dog fighting (bound controversial get movie some attention), man says nothing kicks ass, gang goofy friends big dreams directly reference other movies, Flashy editing. might sounds like all adds up good film, every aspect executed horribly point it's hard care about anything. could even forgivable if there even likable line scene stunt fight shot entire minutes, there isn't. all. world would better place if half-hearted efforts like never saw release.",negative,positive
source_0_000266,"Benaam review : Understanding Ooty model!! Prabhuji Mithunda's Ooty productions starting from Jallad (1995) extending right up Marshal (2002) included free stay cast crew his Hotel Monarch. Quite few scenes all songs got shot there as well. Cynics loathe movies always marvelled Mithun's business acumen minting money through micro-budget movies all shot back back through sheer economy scale. cast, crew as well as director Prasad commonly hired most like Mohan Joshi, Gulshan Grover, Rami Reddy etc paid daily basis. Two three movies simultaneously filmed single day practically same storyline : Prabhuji honest cop avenges bunch villains after murder his parents rape his young sister. All movies worked fabulously interiors North India Bengal. Producers made money, distributors made profits Mithun became highest tax payer India from 1999. Critics damned!! Specific Benaam, found heroine Payal Malhotra quite hot sexy. Regards, Sumeet Nadkarni.",neutral,positive
source_0_000267,"am devoted fan Deepa Mehta's Earth, Water, Fire trilogy found deeply moving. However, film could barely sit through. seen few (quite few) Bollywood films would difficult create send-up genre already send-up itself. Bollywood films already exaggerated, colorful, dramatic brimming stereotypes. Deepa's film, I'm sad say, terrible disappointment. lacked any kind originality, insight, even good dance/song numbers (the best part film thought rooftop number)which essence Bollywood films. Given power intensity her other films, embarrassment. she thinking?",negative,positive
source_0_000268,"Short documentary features preparations under way premiere Hollywood's Carthay Circle theater premiere ANTOINETTE starring Tyrone Power Norma Shearer. preparations include plastic statues, foliage, trees, etc. resemble stately French garden. After preparations completed workmen very fast pace stands put up adoring fans, see arrival Hollywood's finest stars eager attend premiere. Included film's top players, Tyrone Power Norma Shearer. Others attendance include Claudette Colbert, Clark Gable, Carole Lombard, Paul Muni, Anita Louise, Robert Young, Judy Garland, Mickey Rooney, Fanny Brice host others. Although gets off sluggish start narration no background music, as soon as stars arrive soundtrack picks up music pace increases. Interesting film buffs only.",neutral,positive
source_0_000269,"story young Asian girl growing up Britain, Anita will bracketed Bend Like Beckham far superior. It's as brilliantly-scripted as About Boy Bridget Jones, without any advantages movies terms budget, glamour style. Particularly surprising welcome fact film didn't feel obliged smooth out rough edges, example making Anita worthy Meena's worship. It's surprising integrity makes ostensibly lightweight film into something more substantial. works every level highly recommended.",positive,positive
source_0_000270,"bought DVD-box after reading numerous positive reviews here IMDb. thought first three episodes quite enjoyable, not great entertaining enough, from here it's getting old pretty fast. acting, script and, especially, characters, pair shows like ""Xena: Warrior Princess"" (which isn't exactly something positive book). There no character development whatsoever, characters dull most them, unoriginal. episodes predictable often just spin off's, things already done death, just much better other (sci-fi and/or western)series movies. Firefly really easy get into since totally lacks any kind depth characters very two dimensional. might appeal casual watcher younger crowd perhaps. setting, ""sci-fi-western"" find refreshing, it's not enough make worthwhile.",negative,positive
source_0_000271,"not movie person wanting see ""intelligent, science fiction, documentary, love story"" like. pure entertainment. author actors everybody involved giving most entertain you, get laugh, wanting go out thinking, wanting see again. type film also proof South Africans growing up, forgetting past, swear words ""apartheid"" era like. worst swear words time ""kaffer"" ""Caffer"" referring person Negroid race. child referred as ""kaffertjie"" sounding very much similar ""Kavuki""! not hear any riots protests any venue movie showing. summerize, DONE.",positive,positive
source_0_000272,"Christmas Eve, Frank (Ray Wise) driving his family, composed his wife Laura (Lin Shaye), his son Richard (Mick Cain) his daughter Marion (Alexandra Holden) her boyfriend Brad (Billy Asher), Christmas dinner home Frank's mother-in-law. Frank, asleep, decides drive through unknown shortcut using secondary road, weirdest things happen his family him. low budget movie terrific: although story passes basically car empty road, tense, scary, having dreadful atmosphere, certainly best genre. screenplay excellent, having many ironic lines, direction tight cast very sharp, alternating funny frightening situations. film highly indicated fans `The Twilight Zone', `The Others', `Abra los Ojos', `El Espinazo del Diablo' `X-Files'. situation Frank's family road without finding destination even exit recalls Paul Hackett unsuccessfully trying get home `After Hours'. saw cover movie awarded many prizes minor Festivals. vote eight. Title (Brazil): `Rota da Morte' (`Route Death')",positive,positive
source_0_000273,"saw film Sundance couple years ago just recently saw again DVD. beautiful short film good job walking fine line irony. film comes across as art history educational film makes argument blocks paint left over city graffiti removal crews fact very important art movement. It's pretty funny will draw laughs, cinematography tone insure it's not just some tongue-in-cheek mockumentary. filmmaker good job hinting it's joke, then proving blocks paint really interesting look at. might little too long, it's obviously very low-budget, it's brilliant piece that's easy eyes worth checking out.",positive,positive
source_0_000274,"young American girl called Danny researches real life bloodthirsty Countess Bathory whilst Eastern Europe, things go bad she her friend become victims crazed Englishman kidnaps, imprisons performs bloody rituals beautiful young women. Despite it's obvious low budget start reasonably interesting. Sadly, predictable kidnap happens it's all downhill from there. Kari Wuhrer reasonable job if playing heroine rest cast can't act. Running time annoyingly padded out repeating same snippets footage over over. Despite rated there's little gore nudity. very bad movie zero recommend. Avoid!",negative,positive
source_0_000275,"strange cartoon show from 60s very crudely animated disturbingly weird. episode about kid whose dad remarries witch disguise sends stepdaughter her sister's house eaten. Yep, heard right. Nothing all makes any sense little bird tells her hold onto certain things she'll need her journey. items end up saving her life, truly bizarre ways will end up only making kids scratch heads ask strange questions. If parents sat down front shoestring budget animation back then, think would nightmares. Seriously! Don't let high rating fool you. Avoid drivel instead take kids out day playground.",negative,positive
source_0_000276,Nathan Schiff first movie he he made cost 400$ make seems like much. looks like cost way less then if not cheapest movie ever seen. Nathan Schiff Director don't cut grass anymore Long island cannibal massacre like other shot video movies fun watch make fun it's not take seriously liked more then some big budget mainstream films unlike mainstream Hollywood movies it's no big deal if doesn't become success it's small cheap fail. movie starts rocket ship flying from venus crashing earth some kids find some toxic slime rocket carrying pour weasels hole. weasel become mutated gain ability grow limbs into other weasels come off. mad scientist catches weasel plans use it's blood become immortal it's rabid he needs pure blood mix weasels blood. Then movie cheesy scientist lair basement weasel paper mache rocket small model only animals movie dog rat suppose weasel.If shot video bad movie buff must see.,positive,positive
source_0_000277,"Breathtakingly dumb, execrable micro-budgeted, dialogless loser pits insipid teens (played ugly year olds)against embarassing $10 cgi monster effects. Mangled action scenes half baked dialogue highlights puke brains wretched mess. bloodless phony hardcore pornography couldn't even help! Just plain crummy! Flush it, suffer learn.",negative,positive
source_0_000278,"gem animated same studio made Yu Yu Hakusho, Naruto, Bleach, fushigi ygi, many more studio offer, Anime recommend everyone see.",positive,positive
source_0_000279,"""Feast."" well crafted, somewhat staged romanticized drama about woman, Bella (Davidtz), wanders into lives 19th century agrarian English family adult sons changing lives forever. film offers good performances all, represents rural life time well, artfully presented, avoids extreme excursions giving film sort perfect Disney-esque feel. Davidtz graces screen throughout though Chaplin offers perhaps best performance. good watch need some easy-going romantic period drama.",positive,positive
source_0_000280,"As fan low budget horror films glad pick up bargain bin from local video store. script so-so effects behind scenes footage great, especially low budget film. Quality audio video better than would expect low budget project. thought music sound effects could more realistic. Overall thought good effort first time Director Michael Burnett. Overall found much better than typical Full Moon direct video stuff. I'll watch again!",positive,positive
source_0_000281,"finally got around seeing Youtube late last month found another great Weekend Special. sequel, Miss Switch Rescue, perfect Halloween would consider among best watch around Halloween's month. centers eponymous character good witch switches from her true identity as witch sorceress her alter-ego as schoolteacher as front cover (hence her name). Soon enough, becomes evident especially couple her students named Rupert Amelia immediately notice she's no ordinary teacher from all magical occurrences witness class. After seeing her as real witch, two kids' suspicions officially confirmed. Once happens, she enlists help going against bad witch named Saturna. Miss Switch Rescue couple more animated specials add favorites list. Neither books specials based ever read, they're more great Ruby-Spears productions re-imagined into own version. concur other reviewers this. not just this, sequel also needs brought DVD. Not separately, would even better if could released as back-to-back double feature pack set. Brilliantly done, fantastical adventure.",positive,positive
source_0_000282,"day flipping through channels tv came movie, looked interesting enough began watch. saw funniest movies ever seen. channel watched didnt any commercials sat there watching movie until credits finished rolling. haven't laughed hard long time. main plot story there Canadian guys (about years old) driving beach America, as driving down some deserted highway car breaks down, need alternator. Anyway, after much deliberation, decide go separate ways. Somewhat fashion ""Four Rooms"", each guys own little experiences. won't explain all, funny as hell, except one, guys ends up shooting someone while searching alternator garage night. Anyway, kinda funny too!! guys all own individual stories all meet up end car all alternator. It's damn funny. Problem is, not person know ever seen film before, seem only unfortunate because really very good. never heard any actors before all great job. Anyway, if anyone ends up reading this, if bored day looking movie watch not many people seen before, search out ""American Beer"". will not disappointed. give out (not PERFECT, course)!",positive,positive
source_0_000283,"cartoons person tired same things wants surreal look world. Animated widely known style Gary Larson, series will not disappoint real Far Side fan. Filled great satire classic comic drawings, anyone misses series should watch it, as carries typical humor known lover comics throughout series. Deeply involving diverse outlook life. only downside can see consistent similarity, someone truly likes series shouldn't problem. Nostalgic, lovely very original. lover macabre lighthearted twist.",positive,positive
source_0_000284,"story revolves around Hemavati (Pandaribai), devoted wife King Kailasanatha (Dr. Rajkumar), faces numerous hardships along her two childrens Kailasanatha loses his kingdom due drought. Dr. Rajkumar Pandaribai delivers outstanding performance breathes life into character unparalleled. Narasimharaju G. V. Iyer both outstanding, comedy scenes between both will definitely make laugh. music, composed Padmanabha Shastri features some excellent songs, adds value film. M. Jayashree plays negative role Chanchaladevi, cunning sister-in-law Hemavati.",positive,positive
source_0_000285,"most shocking movies ever seen. especially like editing. short film consists three sections; description people falling down bustling street after another, scene man charge collecting golf balls golf course, followed section tells reason weird circumstances happened pedestrians. view, find ourselves state excitement because structure. beginning, quite uncertain likely happen afterwards, irritated unusual phenomenon. However, convinced about makes people falling down depiction beginning means. short, film should highly evaluated terms filming techniques excite audience as story itself, doesn't fascinate me, making feel rather unpleasant.",neutral,positive
source_0_000286,"Always Tim Burton fan hooked after his directing ""Batman""(89) ""Batman Returns""(92) entry from ""Mars Attack"" even though not his greatest carefree fun little watch. As if fan Burton's like old comics sci- fi then wacky homage enjoyable as from up above all across galaxy call aliens, Martians, little green men guys invaded earth from angry red hot Mars planet! creatures also about mean business as armed gun rays fry any human path. special effects pretty decent humor writing funny spot on. Slim like green brain Martians even outsmarted U. S. federal government(2 out branches government working us ain't bad!). acting cast chemistry top notch all pros all stars Annette Bening, Glenn Close, Danny DeVito, Michael J. Fox, Martin Short, Tom Jones, Natalie Portman, Jim Brown eye candy treat Sarah Jessica Parker(before her ""Sex City"" days) as sexy colored bra wearing news reporter interviewer. last not least great all time best Jack Nicholson as guessed President United States! Overall funny watch carefree feel good sci-fi comedy doesn't take things it's self serious. Still view any Burton fan as all star cast help make film watch too.",positive,positive
source_0_000287,"film Woody's best. Basically criticised people don't like Woody Allen like all others, people like him because it's not quite his usual story line. only weakness Jason Biggs not quite up task, looks little lacking confidence places. Christina Ricci excellent as ever, Woody great job playing eccentric old man, role much more appropriate his age than many he attempted play since he became middle aged (20+ years ago!). packed interesting views life, great jokes (not Woody's usual repetition same jokes like ""polymorphously perverse"" line) touching reflections relationships. Highly recommended.",positive,positive
source_0_000288,"slowly paced, heartwarming love story. Like reviewer said before about slow pace.it intentional actually gives film true life feeling. writing great cinematography simple beautiful. As far as know only Region 3. got from ebay can only watch computer. language box all Chinese, from remember language menu all Chinese. would love see Region version come out because great story many others should see. If opportunity see whole-heartedly recommend it!",positive,positive
source_0_000289,just wanted say if want see work raw simple pure film will give truth about actors work.all different.but will see growth Ensemble world acting.on professional level.and Mr. Shepard very fine director his cast.of stars.just doing work.enjoy.it's clean full honesty.keep mind it's play not film.and beauty will see actors familiar doing age old art theater.the roots work opportunity live audience.it's makes such great film see .it's not set movie.and makes opportunity Would Could actors watch PROCESS not only performance.it's as said about work.. Sincerely Michael Savage,positive,positive
source_0_000290,"remember watching movie first aired television swept away story music. world many lame, poorly executed holiday movies made every year, movie joy watch. First all stars Angela Lansbury box office gold. score highlighted delightful memorable songs throughout. love takes place early 1900's featuring Mrs. Clause liberated before her time therefore features strong leading lady. Yes musical, music helps carry story along never seems slow down storyline. holiday movie will become favorite holiday classics.",positive,positive
